2012-11-11,38
2012-11-18,45
2012-11-25,39
2012-12-02,32
2012-12-09,38
2012-12-16,39
2012-12-23,41
2012-12-30,36
2013-01-06,56
2013-01-13,42
2013-01-20,44
2013-01-27,38
2013-02-03,45
2013-02-10,51
2013-02-17,37
2013-02-24,37
2013-03-03,31
2013-03-10,38
2013-03-17,38
2013-03-24,52
2013-03-31,40
2013-04-07,36
2013-04-14,37
2013-04-21,39
2013-04-28,29
2013-05-05,33
2013-05-12,42
2013-05-19,38
2013-05-26,43
2013-06-02,48
2013-06-09,54
2013-06-16,67
2013-06-23,72
2013-06-30,73
2013-07-07,63
2013-07-14,49
2013-07-21,53
2013-07-28,49
2013-08-04,52
2013-08-11,27
2013-08-18,37
2013-08-25,48
2013-09-01,68
2013-09-08,58
2013-09-15,53
2013-09-22,43
2013-09-29,39
2013-10-06,48
2013-10-13,44
2013-10-20,46
2013-10-27,45
2013-11-03,38
2013-11-10,49
2013-11-17,44
2013-11-24,40
2013-12-01,41
2013-12-08,40
2013-12-15,38
2013-12-22,45
2013-12-29,35
2014-01-05,48
2014-01-12,46
2014-01-19,51
2014-01-26,48
2014-02-02,44
2014-02-09,48
2014-02-16,51
2014-02-23,51
2014-03-02,36
2014-03-09,44
2014-03-16,41
2014-03-23,39
2014-03-30,48
2014-04-06,50
2014-04-13,40
2014-04-20,41
2014-04-27,34
2014-05-04,37
2014-05-11,38
2014-05-18,36
2014-05-25,50
2014-06-01,51
2014-06-08,53
2014-06-15,72
2014-06-22,82
2014-06-29,70
2014-07-06,65
2014-07-13,56
2014-07-20,44
2014-07-27,53
2014-08-03,56
2014-08-10,40
2014-08-17,44
2014-08-24,54
2014-08-31,70
2014-09-07,56
2014-09-14,62
2014-09-21,51
2014-09-28,50
2014-10-05,50
2014-10-12,42
2014-10-19,35
2014-10-26,45
2014-11-02,40
2014-11-09,45
2014-11-16,41
2014-11-23,56
2014-11-30,41
2014-12-07,43
2014-12-14,45
2014-12-21,50
2014-12-28,37
2015-01-04,50
2015-01-11,57
2015-01-18,49
2015-01-25,54
2015-02-01,60
2015-02-08,69
2015-02-15,52
2015-02-22,60
2015-03-01,85
2015-03-08,50
2015-03-15,42
2015-03-22,48
2015-03-29,46
2015-04-05,50
2015-04-12,45
2015-04-19,45
2015-04-26,37
2015-05-03,37
2015-05-10,38
2015-05-17,45
2015-05-24,65
2015-05-31,61
2015-06-07,68
2015-06-14,70
2015-06-21,85
2015-06-28,100
2015-07-05,75
2015-07-12,63
2015-07-19,62
2015-07-26,59
2015-08-02,64
2015-08-09,32
2015-08-16,40
2015-08-23,57
2015-08-30,85
2015-09-06,69
2015-09-13,48
2015-09-20,53
2015-09-27,48
2015-10-04,48
2015-10-11,50
2015-10-18,52
2015-10-25,49
2015-11-01,40
2015-11-08,43
2015-11-15,50
2015-11-22,48
2015-11-29,57
2015-12-06,51
2015-12-13,66
2015-12-20,66
2015-12-27,43
2016-01-03,40
2016-01-10,55
2016-01-17,66
2016-01-24,67
2016-01-31,65
2016-02-07,76
2016-02-14,62
2016-02-21,58
2016-02-28,49
2016-03-06,45
2016-03-13,48
2016-03-20,58
2016-03-27,52
2016-04-03,47
2016-04-10,48
2016-04-17,39
2016-04-24,42
2016-05-01,50
2016-05-08,41
2016-05-15,56
2016-05-22,55
2016-05-29,61
2016-06-05,67
2016-06-12,57
2016-06-19,71
2016-06-26,80
2016-07-03,92
2016-07-10,75
2016-07-17,64
2016-07-24,62
2016-07-31,55
2016-08-07,44
2016-08-14,33
2016-08-21,53
2016-08-28,76
2016-09-04,73
2016-09-11,58
2016-09-18,55
2016-09-25,55
2016-10-02,62
2016-10-09,60
2016-10-16,52
2016-10-23,51
2016-10-30,46
2016-11-06,49
2016-11-13,50
2016-11-20,57
2016-11-27,57
2016-12-04,52
2016-12-11,56
2016-12-18,61
2016-12-25,43
2017-01-01,36
2017-01-08,56
2017-01-15,65
2017-01-22,69
2017-01-29,68
2017-02-05,76
2017-02-12,65
2017-02-19,57
2017-02-26,61
2017-03-05,44
2017-03-12,50
2017-03-19,56
2017-03-26,53
2017-04-02,52
2017-04-09,49
2017-04-16,51
2017-04-23,44
2017-04-30,41
2017-05-07,46
2017-05-14,49
2017-05-21,56
2017-05-28,50
2017-06-04,50
2017-06-11,51
2017-06-18,69
2017-06-25,84
2017-07-02,71
2017-07-09,72
2017-07-16,59
2017-07-23,67
2017-07-30,68
2017-08-06,48
2017-08-13,44
2017-08-20,38
2017-08-27,74
2017-09-03,74
2017-09-10,64
2017-09-17,59
2017-09-24,47
2017-10-01,48
2017-10-08,58
2017-10-15,48
2017-10-22,48
2017-10-29,46
2017-11-05,54
