2012-11-04,91
2012-11-11,83
2012-11-18,89
2012-11-25,79
2012-12-02,86
2012-12-09,86
2012-12-16,86
2012-12-23,78
2012-12-30,86
2013-01-06,86
2013-01-13,93
2013-01-20,85
2013-01-27,88
2013-02-03,87
2013-02-10,89
2013-02-17,88
2013-02-24,84
2013-03-03,82
2013-03-10,90
2013-03-17,95
2013-03-24,100
2013-03-31,73
2013-04-07,81
2013-04-14,81
2013-04-21,78
2013-04-28,77
2013-05-05,72
2013-05-12,66
2013-05-19,77
2013-05-26,95
2013-06-02,91
2013-06-09,90
2013-06-16,75
2013-06-23,93
2013-06-30,95
2013-07-07,92
2013-07-14,85
2013-07-21,90
2013-07-28,82
2013-08-04,80
2013-08-11,82
2013-08-18,85
2013-08-25,79
2013-09-01,71
2013-09-08,100
2013-09-15,83
2013-09-22,88
2013-09-29,81
2013-10-06,88
2013-10-13,60
2013-10-20,87
2013-10-27,73
2013-11-03,63
2013-11-10,78
2013-11-17,81
2013-11-24,73
2013-12-01,65
2013-12-08,75
2013-12-15,78
2013-12-22,66
2013-12-29,68
2014-01-05,78
2014-01-12,83
2014-01-19,87
2014-01-26,76
2014-02-02,72
2014-02-09,72
2014-02-16,80
2014-02-23,71
2014-03-02,76
2014-03-09,56
2014-03-16,64
2014-03-23,72
2014-03-30,74
2014-04-06,67
2014-04-13,68
2014-04-20,70
2014-04-27,68
2014-05-04,74
2014-05-11,78
2014-05-18,78
2014-05-25,68
2014-06-01,75
2014-06-08,67
2014-06-15,70
2014-06-22,70
2014-06-29,65
2014-07-06,72
2014-07-13,66
2014-07-20,66
2014-07-27,77
2014-08-03,75
2014-08-10,63
2014-08-17,70
2014-08-24,62
2014-08-31,64
2014-09-07,57
2014-09-14,72
2014-09-21,69
2014-09-28,71
2014-10-05,64
2014-10-12,64
2014-10-19,68
2014-10-26,83
2014-11-02,74
2014-11-09,63
2014-11-16,61
2014-11-23,55
2014-11-30,61
2014-12-07,63
2014-12-14,61
2014-12-21,58
2014-12-28,65
2015-01-04,77
2015-01-11,68
2015-01-18,68
2015-01-25,73
2015-02-01,56
2015-02-08,61
2015-02-15,55
2015-02-22,67
2015-03-01,69
2015-03-08,68
2015-03-15,66
2015-03-22,78
2015-03-29,76
2015-04-05,60
2015-04-12,53
2015-04-19,64
2015-04-26,67
2015-05-03,66
2015-05-10,63
2015-05-17,70
2015-05-24,63
2015-05-31,73
2015-06-07,69
2015-06-14,63
2015-06-21,67
2015-06-28,67
2015-07-05,58
2015-07-12,73
2015-07-19,72
2015-07-26,58
2015-08-02,62
2015-08-09,62
2015-08-16,65
2015-08-23,64
2015-08-30,56
2015-09-06,76
2015-09-13,68
2015-09-20,65
2015-09-27,65
2015-10-04,62
2015-10-11,62
2015-10-18,67
2015-10-25,65
2015-11-01,63
2015-11-08,59
2015-11-15,65
2015-11-22,62
2015-11-29,50
2015-12-06,63
2015-12-13,50
2015-12-20,55
2015-12-27,63
2016-01-03,61
2016-01-10,60
2016-01-17,56
2016-01-24,64
2016-01-31,62
2016-02-07,59
2016-02-14,65
2016-02-21,55
2016-02-28,51
2016-03-06,51
2016-03-13,55
2016-03-20,56
2016-03-27,59
2016-04-03,52
2016-04-10,48
2016-04-17,53
2016-04-24,53
2016-05-01,50
2016-05-08,51
2016-05-15,49
2016-05-22,44
2016-05-29,52
2016-06-05,55
2016-06-12,66
2016-06-19,64
2016-06-26,55
2016-07-03,56
2016-07-10,51
2016-07-17,56
2016-07-24,64
2016-07-31,63
2016-08-07,46
2016-08-14,45
2016-08-21,51
2016-08-28,42
2016-09-04,56
2016-09-11,50
2016-09-18,60
2016-09-25,63
2016-10-02,46
2016-10-09,50
2016-10-16,48
2016-10-23,53
2016-10-30,56
2016-11-06,47
2016-11-13,51
2016-11-20,52
2016-11-27,47
2016-12-04,38
2016-12-11,52
2016-12-18,48
2016-12-25,52
2017-01-01,51
2017-01-08,63
2017-01-15,58
2017-01-22,50
2017-01-29,53
2017-02-05,62
2017-02-12,55
2017-02-19,52
2017-02-26,58
2017-03-05,58
2017-03-12,61
2017-03-19,53
2017-03-26,59
2017-04-02,54
2017-04-09,60
2017-04-16,55
2017-04-23,54
2017-04-30,44
2017-05-07,57
2017-05-14,48
2017-05-21,59
2017-05-28,38
2017-06-04,44
2017-06-11,50
2017-06-18,51
2017-06-25,45
2017-07-02,54
2017-07-09,52
2017-07-16,46
2017-07-23,45
2017-07-30,48
2017-08-06,51
2017-08-13,48
2017-08-20,51
2017-08-27,46
2017-09-03,53
2017-09-10,50
2017-09-17,45
2017-09-24,52
2017-10-01,43
2017-10-08,55
2017-10-15,44
2017-10-22,55
2017-10-29,48
