2012-11-04,66
2012-11-11,72
2012-11-18,66
2012-11-25,72
2012-12-02,66
2012-12-09,72
2012-12-16,62
2012-12-23,61
2012-12-30,73
2013-01-06,66
2013-01-13,69
2013-01-20,67
2013-01-27,68
2013-02-03,67
2013-02-10,63
2013-02-17,65
2013-02-24,67
2013-03-03,66
2013-03-10,67
2013-03-17,69
2013-03-24,75
2013-03-31,70
2013-04-07,67
2013-04-14,76
2013-04-21,61
2013-04-28,60
2013-05-05,62
2013-05-12,62
2013-05-19,62
2013-05-26,57
2013-06-02,57
2013-06-09,59
2013-06-16,55
2013-06-23,61
2013-06-30,56
2013-07-07,63
2013-07-14,61
2013-07-21,63
2013-07-28,60
2013-08-04,60
2013-08-11,68
2013-08-18,71
2013-08-25,65
2013-09-01,69
2013-09-08,67
2013-09-15,72
2013-09-22,70
2013-09-29,68
2013-10-06,78
2013-10-13,74
2013-10-20,68
2013-10-27,65
2013-11-03,82
2013-11-10,73
2013-11-17,71
2013-11-24,100
2013-12-01,62
2013-12-08,62
2013-12-15,68
2013-12-22,55
2013-12-29,67
2014-01-05,67
2014-01-12,65
2014-01-19,66
2014-01-26,67
2014-02-02,61
2014-02-09,62
2014-02-16,67
2014-02-23,63
2014-03-02,67
2014-03-09,61
2014-03-16,61
2014-03-23,75
2014-03-30,67
2014-04-06,68
2014-04-13,62
2014-04-20,62
2014-04-27,64
2014-05-04,60
2014-05-11,58
2014-05-18,60
2014-05-25,59
2014-06-01,55
2014-06-08,49
2014-06-15,48
2014-06-22,52
2014-06-29,55
2014-07-06,59
2014-07-13,54
2014-07-20,56
2014-07-27,55
2014-08-03,52
2014-08-10,74
2014-08-17,59
2014-08-24,63
2014-08-31,60
2014-09-07,60
2014-09-14,62
2014-09-21,66
2014-09-28,66
2014-10-05,65
2014-10-12,77
2014-10-19,65
2014-10-26,67
2014-11-02,67
2014-11-09,60
2014-11-16,81
2014-11-23,61
2014-11-30,64
2014-12-07,64
2014-12-14,66
2014-12-21,52
2014-12-28,63
2015-01-04,68
2015-01-11,66
2015-01-18,58
2015-01-25,62
2015-02-01,58
2015-02-08,58
2015-02-15,58
2015-02-22,58
2015-03-01,59
2015-03-08,61
2015-03-15,62
2015-03-22,61
2015-03-29,68
2015-04-05,64
2015-04-12,56
2015-04-19,56
2015-04-26,59
2015-05-03,56
2015-05-10,55
2015-05-17,59
2015-05-24,52
2015-05-31,53
2015-06-07,54
2015-06-14,55
2015-06-21,53
2015-06-28,51
2015-07-05,54
2015-07-12,54
2015-07-19,55
2015-07-26,54
2015-08-02,52
2015-08-09,53
2015-08-16,55
2015-08-23,56
2015-08-30,63
2015-09-06,59
2015-09-13,63
2015-09-20,69
2015-09-27,61
2015-10-04,66
2015-10-11,66
2015-10-18,61
2015-10-25,63
2015-11-01,62
2015-11-08,91
2015-11-15,65
2015-11-22,55
2015-11-29,58
2015-12-06,61
2015-12-13,65
2015-12-20,52
2015-12-27,61
2016-01-03,58
2016-01-10,62
2016-01-17,56
2016-01-24,57
2016-01-31,61
2016-02-07,62
2016-02-14,58
2016-02-21,60
2016-02-28,56
2016-03-06,58
2016-03-13,87
2016-03-20,67
2016-03-27,70
2016-04-03,65
2016-04-10,58
2016-04-17,58
2016-04-24,58
2016-05-01,59
2016-05-08,56
2016-05-15,55
2016-05-22,51
2016-05-29,51
2016-06-05,54
2016-06-12,50
2016-06-19,47
2016-06-26,47
2016-07-03,50
2016-07-10,49
2016-07-17,51
2016-07-24,52
2016-07-31,49
2016-08-07,54
2016-08-14,51
2016-08-21,59
2016-08-28,56
2016-09-04,59
2016-09-11,61
2016-09-18,61
2016-09-25,58
2016-10-02,57
2016-10-09,59
2016-10-16,60
2016-10-23,57
2016-10-30,61
2016-11-06,60
2016-11-13,66
2016-11-20,52
2016-11-27,59
2016-12-04,56
2016-12-11,62
2016-12-18,52
2016-12-25,54
2017-01-01,61
2017-01-08,59
2017-01-15,58
2017-01-22,56
2017-01-29,56
2017-02-05,56
2017-02-12,60
2017-02-19,61
2017-02-26,56
2017-03-05,52
2017-03-12,54
2017-03-19,55
2017-03-26,64
2017-04-02,60
2017-04-09,61
2017-04-16,55
2017-04-23,58
2017-04-30,58
2017-05-07,52
2017-05-14,53
2017-05-21,49
2017-05-28,45
2017-06-04,47
2017-06-11,44
2017-06-18,43
2017-06-25,44
2017-07-02,41
2017-07-09,47
2017-07-16,45
2017-07-23,46
2017-07-30,46
2017-08-06,46
2017-08-13,48
2017-08-20,49
2017-08-27,53
2017-09-03,53
2017-09-10,51
2017-09-17,54
2017-09-24,55
2017-10-01,53
2017-10-08,55
2017-10-15,54
2017-10-22,52
2017-10-29,57
